"","WorkingName","Lifestyle.stage.","Resolution","BodySize.g.","Kingdom","Phylum","Subphylum","Class","Subclass","Order","Suborder","Family","Genus","SpecificEpithet"
"832","Microphallus sp.","Infectious","Species",NA,"Animalia","Platyhelminthes",NA,"Trematoda",NA,"Digenea",NA,"","Microphallus","sp."
"833","Microphallus sp.","Free-Living","Species",NA,"Animalia","Platyhelminthes",NA,"Trematoda",NA,"Digenea",NA,"","Microphallus","sp."
"834","Galactosomum sp.","Infectious","Species",NA,"Animalia","Platyhelminthes",NA,"Trematoda",NA,"Digenea",NA,"","Galactosomum","sp."
"835","Galactosomum sp.","Free-Living","Species",NA,"Animalia","Platyhelminthes",NA,"Trematoda",NA,"Digenea",NA,"","Galactosomum","sp."
"836","Renicola sp.","Infectious","Species",NA,"Animalia","Platyhelminthes",NA,"Trematoda",NA,"Digenea",NA,"","Renicola","sp."
"837","Renicola sp.","Free-Living","Species",NA,"Animalia","Platyhelminthes",NA,"Trematoda",NA,"Digenea",NA,"","Renicola","sp."
"838","Philophthalmus sp.","Infectious","Species",NA,"Animalia","Platyhelminthes",NA,"Trematoda",NA,"Digenea",NA,"","Philophthalmus","sp. "
"839","Philophthalmus sp.","Free-Living","Species",NA,"Animalia","Platyhelminthes",NA,"Trematoda",NA,"Digenea",NA,"","Philophthalmus","sp. "
"840","Philophthalmus sp.","Commensal","Species",NA,"Animalia","Platyhelminthes",NA,"Trematoda",NA,"Digenea",NA,"","Philophthalmus","sp. "
"841","Curtuteria australis","Infectious","Species",NA,"Animalia","Platyhelminthes",NA,"Trematoda",NA,"Digenea",NA,"","Curtuteria","australis"
"842","Curtuteria australis","Free-Living","Species",NA,"Animalia","Platyhelminthes",NA,"Trematoda",NA,"Digenea",NA,"","Curtuteria","australis"
"843","Acanthoparyphium sp.","Infectious","Species",NA,"Animalia","Platyhelminthes",NA,"Trematoda",NA,"Digenea",NA,"","Acanthoparyphium","sp. "
"844","Acanthoparyphium sp.","Free-Living","Species",NA,"Animalia","Platyhelminthes",NA,"Trematoda",NA,"Digenea",NA,"","Acanthoparyphium","sp. "
"845","Gymnophallus sp.","Infectious","Species",NA,"Animalia","Platyhelminthes",NA,"Trematoda",NA,"Digenea",NA,"","Gymnophallus","sp. "
"846","Gymnophallus sp.","Free-Living","Species",NA,"Animalia","Platyhelminthes",NA,"Trematoda",NA,"Digenea",NA,"","Gymnophallus","sp. "
"847","Opecoelid","Infectious","Species",NA,"Animalia","Platyhelminthes",NA,"Trematoda",NA,"Digenea",NA,"Opecoelidae","",""
"848","Opecoelid","Free-Living","Species",NA,"Animalia","Platyhelminthes",NA,"Trematoda",NA,"Digenea",NA,"Opecoelidae","",""
"849","Ascarophis sp.","Infectious","Species",NA,"Animalia","Nematoda",NA,"",NA,"",NA,"","Ascarophis","sp."
"850","Acuariidae","Infectious","Species",NA,"Animalia","Nematoda",NA,"",NA,"",NA,"Acuariidae","",""
"851","Profilicollis antarcticus","Infectious","Species",NA,"Animalia","Acanthocephala",NA,"",NA,"",NA,"","Profilicollis","antarcticus"
"852","Profilicollis novaezelandensis","Infectious","Species",NA,"Animalia","Acanthocephala",NA,"",NA,"",NA,"","Profilicollis","novaezelandensis"
"853","Pseudomyicola spinosus","Infectious","Species",NA,"Animalia","Crustacea",NA,"Copepoda",NA,"",NA,"","Pseudomyicola","spinosus"
"854","Amphi-trematode sp.","Infectious","Species",NA,"Animalia","Platyhelminthes",NA,"Trematoda",NA,"Digenea",NA,"","",""
"855","Fellostomatid","Infectious","Species",NA,"Animalia","Platyhelminthes",NA,"Trematoda",NA,"Digenea",NA,"Fellostomatidae","",""
"856","Fellostomatid","Free-Living","Species",NA,"Animalia","Platyhelminthes",NA,"Trematoda",NA,"Digenea",NA,"Fellostomatidae","",""
"857","Stigeid","Infectious","Species",NA,"Animalia","Platyhelminthes",NA,"Trematoda",NA,"Digenea",NA,"Stigeidae","",""
"858","Stigeid","Free-Living","Species",NA,"Animalia","Platyhelminthes",NA,"Trematoda",NA,"Digenea",NA,"Stigeidae","",""
"859","Pea crab","Infectious","Species",NA,"Animalia","Crustacea ",NA,"Malacostraca",NA,"Decapoda",NA,"","Pinnotheres","novaezelandiae"
"860","Profilicollis botulus","Infectious","Species",NA,"Animalia","Acanthocephala",NA,"",NA,"",NA,NA,"Profilicollis","botulus"
"861","Amphipod","Freeliving","Species",NA,"Animalia","Crustacea",NA,"Malacostraca",NA,"Amphipoda",NA,NA,"Chaetogammarus","marinus"
"862","Amphipod","Freeliving","Species",NA,"Animalia","Crustacea",NA,"Malacostraca",NA,"Amphipoda",NA,NA,"Bathyporeia","pilosa"
"863","Amphipod","Freeliving","Species",NA,"Animalia","Crustacea",NA,"Malacostraca",NA,"Amphipoda",NA,NA,"Bathyporeia","sarsi"
"864","Amphipod","Freeliving","Species",NA,"Animalia","Crustacea",NA,"Malacostraca",NA,"Amphipoda",NA,NA,"Gammarus","locusta"
"865","Amphipod","Freeliving","Species",NA,"Animalia","Crustacea",NA,"Malacostraca",NA,"Amphipoda",NA,NA,"Urothoe","poseidonis"
"866","Amphipod","Freeliving","Species",NA,"Animalia","Crustacea",NA,"Malacostraca",NA,"Amphipoda",NA,NA,"Corophium","arenarium"
"867","Amphipod","Freeliving","Species",NA,"Animalia","Crustacea",NA,"Malacostraca",NA,"Amphipoda",NA,NA,"Corophium","volutator"
"868","Tubificoides benedeni","Freeliving","Species",NA,"Animalia","Annelida",NA,"Oligochaeta",NA,"",NA,NA,"Tubificoides","benedeni"
"869","Tubificoides pseudogaster","Freeliving","Species",NA,"Animalia","Annelida",NA,"Oligochaeta",NA,"",NA,NA,"Tubificoides","pseudogaster"
"870","Ampharete acutifrons","Freeliving","Species",NA,"Animalia","Annelida",NA,"Polychaeta",NA,"",NA,NA,"Ampharete","acutifrons"
"871","Lugworm","Freeliving","Species",NA,"Animalia","Annelida",NA,"Polychaeta",NA,"",NA,NA,"Arenicola ","marina"
"872","Capitella capitata","Freeliving","Species",NA,"Animalia","Annelida",NA,"Polychaeta",NA,"",NA,NA,"Capitella","capitata"
"873","Annelid","Freeliving","Species",NA,"Animalia","Annelida",NA,"Polychaeta",NA,"",NA,NA,"Harmothoe","sarsi"
"874","Fifteen-scaled worm","Freeliving","Species",NA,"Animalia","Annelida",NA,"Polychaeta",NA,"",NA,NA,"Harmothoe","imbricata"
"875","Heteromastus filiformis","Freeliving","Species",NA,"Animalia","Annelida",NA,"Polychaeta",NA,"",NA,NA,"Heteromastus","filiformis"
"876","Lanice conchilega","Freeliving","Species",NA,"Animalia","Annelida",NA,"Polychaeta",NA,"",NA,NA,"Lanice","chonchilega"
"877","Lepidonotus squamatus","Freeliving","Species",NA,"Animalia","Annelida",NA,"Polychaeta",NA,"",NA,NA,"Lepidonotus","squamatus"
"878","Magelona mirabilis","Freeliving","Species",NA,"Animalia","Annelida",NA,"Polychaeta",NA,"",NA,NA,"Magelona","mirabilis"
"879","Malacoceros sp.","Freeliving","Species",NA,"Animalia","Annelida",NA,"Polychaeta",NA,"",NA,NA,"Malacoceros","sp."
"880","Nephtys hombergii","Freeliving","Species",NA,"Animalia","Annelida",NA,"Polychaeta",NA,"",NA,NA,"Nephtys","hombergii"
"881","Nereis (Hediste) diversicolor","Freeliving","Species",NA,"Animalia","Annelida",NA,"Polychaeta",NA,"",NA,NA,"Nereis","diversicolor"
"882","Nereis virens","Freeliving","Species",NA,"Animalia","Annelida",NA,"Polychaeta",NA,"",NA,NA,"Nereis","virens"
"883","Phyllodoce (Anaitides) mucosa","Freeliving","Species",NA,"Animalia","Annelida",NA,"Polychaeta",NA,"",NA,NA,"Phyllodoce","mucosa"
"884","Eteone longa","Freeliving","Species",NA,"Animalia","Annelida",NA,"Polychaeta",NA,"",NA,NA,"Eteone","longa"
"885","Polydora cilitata","Freeliving","Species",NA,"Animalia","Annelida",NA,"Polychaeta",NA,"",NA,NA,"Polydora","ciliata"
"886","Polydora cornuta","Freeliving","Species",NA,"Animalia","Annelida",NA,"Polychaeta",NA,"",NA,NA,"Polydora","cornuta"
"887","Spio martinensis","Freeliving","Species",NA,"Animalia","Annelida",NA,"Polychaeta",NA,"",NA,NA,"Spio","martinensis"
"888","Pygospio elegans","Freeliving","Species",NA,"Animalia","Annelida",NA,"Polychaeta",NA,"",NA,NA,"Pygospio","elegans"
"889","Scolelepis squamata","Freeliving","Species",NA,"Animalia","Annelida",NA,"Polychaeta",NA,"",NA,NA,"Scololepis","squamata"
"890","Scololepis foliosa","Freeliving","Species",NA,"Animalia","Annelida",NA,"Polychaeta",NA,"",NA,NA,"Scololepis","foliosa"
"891","Scoloplos armiger","Freeliving","Species",NA,"Animalia","Annelida",NA,"Polychaeta",NA,"",NA,NA,"Scoloplos","armiger"
"892","Tharyx killariensis","Freeliving","Species",NA,"Animalia","Annelida",NA,"Polychaeta",NA,"",NA,NA,"Tharyx","killariensis"
"893","Snail fur","Commensal","Species",NA,"Animalia","Cnidaria",NA,"Hydrozoa",NA,"",NA,NA,"Hydractinia","echinata"
"894","Plumose anemone","Freeliving","Species",NA,"Animalia","Cnidaria",NA,"Anthozoa",NA,"",NA,NA,"Metridium ","senile"
"895","Sagartia troglodytes","Freeliving","Species",NA,"Animalia","Cnidaria",NA,"Anthozoa",NA,"",NA,NA,"Sagartia","troglodytes"
"896","Sagartiogeton undatum","Freeliving","Species",NA,"Animalia","Cnidaria",NA,"Anthozoa",NA,"",NA,NA,"Sagartiogetum","undatum"
"897","Obelia (Laomedea) longissima","Freeliving","Species",NA,"Animalia","Cnidaria",NA,"Hydrozoa",NA,"",NA,NA,"Obelia","longissima"
"898","Sea star","Freeliving","Species",NA,"Animalia","Echinodermata",NA,"Asteroidea",NA,"",NA,NA,"Asterias","rubens"
"899","Bacteria","Freeliving","Assemblage",NA,"Protista","",NA,"",NA,"",NA,NA,"",""
"900","Barnacle","Freeliving","Species",NA,"Animalia","Crustacea",NA,"Cirripedia",NA,"",NA,NA,"Balanus","crenatus"
"901","Barnacle","Freeliving","Species",NA,"Animalia","Crustacea",NA,"Cirripedia",NA,"",NA,NA,"Semibalanus","balanoides"
"902","Barnacle","Freeliving","Species",NA,"Animalia","Crustacea",NA,"Cirripedia",NA,"",NA,NA,"Elminius","modestus"
"903","Sacculina carcini","Infectious","Species",NA,"Animalia","Crustacea",NA,"Cirripedia",NA,"Rhizocephala",NA,NA,"Sacculina","carcini"
"904","Eurasian Oystercatcher","Freeliving","Species",NA,"Animalia","Chordata",NA,"Aves",NA,"",NA,NA,"Haematopus","ostralegus"
"905","Pied Avocet","Freeliving","Species",NA,"Animalia","Chordata",NA,"Aves",NA,"",NA,NA,"Recurvirostra","avosetta"
"906","Common Greenshank","Freeliving","Species",NA,"Animalia","Chordata",NA,"Aves",NA,"",NA,NA,"Tringa","nebularia"
"907","Common Redshank","Freeliving","Species",NA,"Animalia","Chordata",NA,"Aves",NA,"",NA,NA,"Tringa","totanus"
"908","Spotted Redshank","Freeliving","Species",NA,"Animalia","Chordata",NA,"Aves",NA,"",NA,NA,"Tringa ","erythropus"
"909","Bar-tailed Godwit","Freeliving","Species",NA,"Animalia","Chordata",NA,"Aves",NA,"",NA,NA,"Limosa","lapponica"
"910","Whimbrel","Freeliving","Species",NA,"Animalia","Chordata",NA,"Aves",NA,"",NA,NA,"Numenius ","phaeopus"
"911","Eurasian Curlew","Freeliving","Species",NA,"Animalia","Chordata",NA,"Aves",NA,"",NA,NA,"Numenius ","arquata"
"912","Eurasian Golden-plover","Freeliving","Species",NA,"Animalia","Chordata",NA,"Aves",NA,"",NA,NA,"Pluvialis","apricaria"
"913","Gray Plover","Freeliving","Species",NA,"Animalia","Chordata",NA,"Aves",NA,"",NA,NA,"Pluvialis","squatarola"
"914","Common Ringed Plover","Freeliving","Species",NA,"Animalia","Chordata",NA,"Aves",NA,"",NA,NA,"Charadrius","hiaticula"
"915","Dunlin","Freeliving","Species",NA,"Animalia","Chordata",NA,"Aves",NA,"",NA,NA,"Calidris","alpina"
"916","Red Knot","Freeliving","Species",NA,"Animalia","Chordata",NA,"Aves",NA,"",NA,NA,"Calidris","canutus"
"917","Common Black-headed Gull","Freeliving","Species",NA,"Animalia","Chordata",NA,"Aves",NA,"",NA,NA,"Larus","ridibundus"
"918","Herring Gull","Freeliving","Species",NA,"Animalia","Chordata",NA,"Aves",NA,"",NA,NA,"Larus","argentatus"
"919","Mew Gull","Freeliving","Species",NA,"Animalia","Chordata",NA,"Aves",NA,"",NA,NA,"Larus","canus"
"920","Sandwich Tern","Freeliving","Species",NA,"Animalia","Chordata",NA,"Aves",NA,"",NA,NA,"Sterna","sandvicensis"
"921","Arctic Tern","Freeliving","Species",NA,"Animalia","Chordata",NA,"Aves",NA,"",NA,NA,"Sterna","paradisaca"
"922","Common Tern","Freeliving","Species",NA,"Animalia","Chordata",NA,"Aves",NA,"",NA,NA,"Sterna","hirundo"
"923","Brent Goose","Freeliving","Species",NA,"Animalia","Chordata",NA,"Aves",NA,"",NA,NA,"Branta","bernicla"
"924","Common Shelduck","Freeliving","Species",NA,"Animalia","Chordata",NA,"Aves",NA,"",NA,NA,"Tadorna","tadorna"
"925","Eurasian Wigeon","Freeliving","Species",NA,"Animalia","Chordata",NA,"Aves",NA,"",NA,NA,"Anas","penelope"
"926","Northern Pintail","Freeliving","Species",NA,"Animalia","Chordata",NA,"Aves",NA,"",NA,NA,"Anas","acuta"
"927","Eurasian Teal","Freeliving","Species",NA,"Animalia","Chordata",NA,"Aves",NA,"",NA,NA,"Anas","crecca"
"928","Mallard","Freeliving","Species",NA,"Animalia","Chordata",NA,"Aves",NA,"",NA,NA,"Anas","platyrhynchos"
"929","Common Eider","Freeliving","Species",NA,"Animalia","Chordata",NA,"Aves",NA,"",NA,NA,"Somateria","mollissima"
"930","Great Cormorant","Freeliving","Species",NA,"Animalia","Chordata",NA,"Aves",NA,"",NA,NA,"Phalacrocorax","carbo"
"931","Peregrine Falcon","Freeliving","Species",NA,"Animalia","Chordata",NA,"Aves",NA,"",NA,NA,"Falco","peregrinus"
"932","Carrion Crow","Freeliving","Species",NA,"Animalia","Chordata",NA,"Aves",NA,"",NA,NA,"Corvus","corone"
"933","Common cockle","Freeliving","Species",NA,"Animalia","Mollusca",NA,"Bivalvia",NA,"",NA,NA,"Cerastoderma ","edule"
"934","Pacific Oyster","Freeliving","Species",NA,"Animalia","Mollusca",NA,"Bivalvia",NA,"",NA,NA,"Crassostrea","gigas"
"935","American razor-clam","Freeliving","Species",NA,"Animalia","Mollusca",NA,"Bivalvia",NA,"",NA,NA,"Ensis","americanus"
"936","Baltic macoma","Freeliving","Species",NA,"Animalia","Mollusca",NA,"Bivalvia",NA,"",NA,NA,"Macoma","balthica"
"937","Soft-shell clam","Freeliving","Species",NA,"Animalia","Mollusca",NA,"Bivalvia",NA,"",NA,NA,"Mya","arenaria"
"938","Blue mussel","Freeliving","Species",NA,"Animalia","Mollusca",NA,"Bivalvia",NA,"",NA,NA,"Mytilus","edulis"
"939","Alcyonidium mytili","Freeliving","Species",NA,"Animalia","Bryozoa",NA,"",NA,"",NA,NA,"Alcyonidium","mytili"
"940","Electra pilosa","Freeliving","Species",NA,"Animalia","Bryozoa",NA,"",NA,"",NA,NA,"Electra","pilosa"
"941","Cestoda sp. Host unknwon","Infectious","Species",NA,"Animalia","Platyhelminthes",NA,"Cestoda",NA,"",NA,NA,"",""
"942","Mytilicola intestinalis","Infectious","Species",NA,"Animalia","Crustacea",NA,"Copepoda",NA,"",NA,NA,"Mytilicola","intestinalis"
"943","Copepoda spec. 1","Infectious","Species",NA,"Animalia","Crustacea",NA,"Copepoda",NA,"",NA,NA,"Copepoda","sp. 1"
"944","Copepoda spec 2","Infectious","Species",NA,"Animalia","Crustacea",NA,"Copeopda",NA,"",NA,NA,"Copepoda","sp. 2"
"945","Green crab","Freeliving","Species",NA,"Animalia","Crustacea",NA,"Malacostraca",NA,"Decapoda",NA,NA,"Carcinus ","maenas"
"946","Cumacean","Freeliving","Species",NA,"Animalia","Crustacea",NA,"Malacostraca",NA,"Cumacea",NA,NA,"Cumopsis","goodsiri"
"947","Detritus","","Assemblage",NA,"","",NA,"",NA,"",NA,NA,"",""
"948","Carrion","","Assemblage",NA,"","",NA,"",NA,"",NA,NA,"",""
"949","Sand Eel","Freeliving","Genus",NA,"Animalia","Chordata",NA,"Ostheichthyes",NA,"",NA,NA,"Ammodytes","lancea/tobianus"
"950","European eel","Freeliving","Species",NA,"Animalia","Chordata",NA,"Ostheichthyes",NA,"",NA,NA,"Anguilla","anguilla"
"951","Sand smelt","Freeliving","Species",NA,"Animalia","Chordata",NA,"Ostheichthyes",NA,"",NA,NA,"Atherina","presbyter"
"952","Garfish","Freeliving","Species",NA,"Animalia","Chordata",NA,"Ostheichthyes",NA,"",NA,NA,"Belone","belone"
"953","Atlantic herring","Freeliving","Species",NA,"Animalia","Chordata",NA,"Ostheichthyes",NA,"",NA,NA,"Clupea","harengus"
"954","European anchovy","Freeliving","Species",NA,"Animalia","Chordata",NA,"Ostheichthyes",NA,"",NA,NA,"Engraulis","encrasicolus"
"955","Atlantic cod","Freeliving","Species",NA,"Animalia","Chordata",NA,"Ostheichthyes",NA,"",NA,NA,"Gadus ","morhua"
"956","Whiting","Freeliving","Species",NA,"Animalia","Chordata",NA,"Ostheichthyes",NA,"",NA,NA,"Merlangius","merlangus"
"957","Thicklip grey mullet","Freeliving","Species",NA,"Animalia","Chordata",NA,"Ostheichthyes",NA,"",NA,NA,"Mugil ","chelo"
"958","Shorthorn sculpin","Freeliving","Species",NA,"Animalia","Chordata",NA,"Ostheichthyes",NA,"",NA,NA,"Myxocephalus","scorpius"
"959","European flounder","Freeliving","Species",NA,"Animalia","Chordata",NA,"Ostheichthyes",NA,"",NA,NA,"Platichthys","flesus"
"960","European plaice","Freeliving","Species",NA,"Animalia","Chordata",NA,"Ostheichthyes",NA,"",NA,NA,"Pleuronectes","platessa"
"961","Common goby","Freeliving","Species",NA,"Animalia","Chordata",NA,"Ostheichthyes",NA,"",NA,NA,"Pomatoschistus","microps"
"962","Sand goby","Freeliving","Species",NA,"Animalia","Chordata",NA,"Ostheichthyes",NA,"",NA,NA,"Pomatoschistus","minutus"
"963","Viviparous blenny","Freeliving","Species",NA,"Animalia","Chordata",NA,"Ostheichthyes",NA,"",NA,NA,"Zoarces","viviparus"
"964","Fivebeard rockling","Freeliving","Species",NA,"Animalia","Chordata",NA,"Ostheichthyes",NA,"",NA,NA,"Ciliata ","mustela"
"965","Butterfish","Freeliving","Species",NA,"Animalia","Chordata",NA,"Ostheichthyes",NA,"",NA,NA,"Pholis","gunnellus"
"966","Lumpsucker","Freeliving","Species",NA,"Animalia","Chordata",NA,"Ostheichthyes",NA,"",NA,NA,"Cyclopeterus","lumpus"
"967","Three-spined stickleback","Freeliving","Species",NA,"Animalia","Chordata",NA,"Ostheichthyes",NA,"",NA,NA,"Gasterosterus","aculeatus"
"968","Nilsson's pipefish","Freeliving","Species",NA,"Animalia","Chordata",NA,"Ostheichthyes",NA,"",NA,NA,"Sygnathus","rostellatus"
"969","European sprat","Freeliving","Species",NA,"Animalia","Chordata",NA,"Ostheichthyes",NA,"",NA,NA,"Sprattus","sprattus"
"970","Hermit crab","Freeliving","Species",NA,"Animalia","Crustacea",NA,"Malacostraca",NA,"Decapoda",NA,NA,"Pagurus","bernhardus"
"971","Isopod","Freeliving","Species",NA,"Animalia","Crustacea",NA,"Malacostraca",NA,"Isopoda",NA,NA,"Jaera","albifrons"
"972","Harbor seal","Freeliving","Species",NA,"Animalia","Chordata",NA,"Mammalia",NA,"",NA,NA,"Phoca","vitulina"
"973","Meiofauna","Freeliving","Assemblage",NA,"Animalia","",NA,"",NA,"",NA,NA,"",""
"974","Nematoda sp.","Infectious","Species",NA,"Animalia","Nematoda",NA,"",NA,"",NA,NA,"Nematoda","sp."
"975","Lineus viridis","Freeliving","Species",NA,"Animalia","Nemertea",NA,"",NA,"",NA,NA,"Lineus","viridis"
"976","Amphiporus lactifloreus","Freeliving","Species",NA,"Animalia","Nemertea",NA,"",NA,"",NA,NA,"Amphiporus","lactifloreus"
"977","Tetrastemma melanocephalum","Freeliving","Species",NA,"Animalia","Nemertea",NA,"",NA,"",NA,NA,"Tetrastemma","melanocephalum"
"978","Phytoplankton","Freeliving","Assemblage",NA,"Plantae","",NA,"",NA,"",NA,NA,"",""
"979","Epipellic Flora","Freeliving","Assemblage",NA,"Plantae","",NA,"",NA,"",NA,NA,"",""
"980","Macroalgae","Freeliving","Assemblage",NA,"Plantae","",NA,"",NA,"",NA,NA,"",""
"981","Seagrass","Freeliving","Assemblage",NA,"Plantae","Angiosperms",NA,"",NA,"",NA,NA,"Zostera","spp."
"982","Brown shrimp","Freeliving","Species",NA,"Animalia","Crustacea",NA,"Malacostraca",NA,"Decapoda",NA,NA,"Crangon","crangon"
"983","Chameleon shrimp","Freeliving","Species",NA,"Animalia","Crustacea",NA,"Malacostraca",NA,"Mysida",NA,NA,"Praunus","flexuosus"
"984","Chiton","Freeliving","Species",NA,"Animalia","Mollusca",NA,"Polyplacophora",NA,"",NA,NA,"Lepidochitona","cinereus"
"985","Sea mouse","Freeliving","Species",NA,"Animalia","Mollusca",NA,"Gastropoda",NA,"Opisthobranchia",NA,NA,"Aeolidia","papillosa"
"986","Common slipper snail","Freeliving","Species",NA,"Animalia","Mollusca",NA,"Gastropoda",NA,"Prosobranchia",NA,NA,"Crepidula","fornicata"
"987","Laver spire shell","Freeliving","Species",NA,"Animalia","Mollusca",NA,"Gastropoda",NA,"Prosobranchia",NA,NA,"Hydrobia","ulvae"
"988","Common periwinkle","Freeliving","Species",NA,"Animalia","Mollusca",NA,"Gastropoda",NA,"",NA,NA,"Littorina","littorea"
"989","Microphallus claviformis","Infectious","Species",NA,"Animalia","Platyhelminthes",NA,"Trematoda",NA,"Digenea",NA,NA,"Microphallus","claviformis"
"990","Microphallus pygmaeus","Infectious","Species",NA,"Animalia","Platyhelminthes",NA,"Trematoda",NA,"Digenea",NA,NA,"Microphallus","pygmaeus"
"991","Microphallus pirum","Infectious","Species",NA,"Animalia","Platyhelminthes",NA,"Trematoda",NA,"Digenea",NA,NA,"Microphallus","pirum"
"992","Maritrema oocysta","Infectious","Species",NA,"Animalia","Platyhelminthes",NA,"Trematoda",NA,"Digenea",NA,NA,"Maritrema","oocysta"
"993","Maritrema subdolum","Infectious","Species",NA,"Animalia","Platyhelminthes",NA,"Trematoda",NA,"Digenea",NA,NA,"Maritrema","subdolum"
"994","Cercaria #15","Infectious","Species",NA,"Animalia","Platyhelminthes",NA,"Trematoda",NA,"Digenea",NA,NA,"Ceracaria","#15"
"995","Levinseniella brachysoma","Infectious","Species",NA,"Animalia","Platyhelminthes",NA,"Trematoda",NA,"Digenea",NA,NA,"Levinseniella","brachysoma"
"996","Himasthla elongata","Infectious","Species",NA,"Animalia","Platyhelminthes",NA,"Trematoda",NA,"Digenea",NA,NA,"Himasthla","elongata"
"997","Himasthla continua","Infectious","Species",NA,"Animalia","Platyhelminthes",NA,"Trematoda",NA,"Digenea",NA,NA,"Himasthla","continua"
"998","Himasthla interrupta","Infectious","Species",NA,"Animalia","Platyhelminthes",NA,"Trematoda",NA,"Digenea",NA,NA,"Himasthla","interrupta"
"999","Cryptocotyle concavum","Infectious","Species",NA,"Animalia","Platyhelminthes",NA,"Trematoda",NA,"Digenea",NA,NA,"Cryptocotyle","concavum"
"1000","Cryptocotyle jejuna","Infectious","Species",NA,"Animalia","Platyhelminthes",NA,"Trematoda",NA,"Digenea",NA,NA,"Cryptocotyle","jejuna"
"1001","Cryptocotyle lingua","Infectious","Species",NA,"Animalia","Platyhelminthes",NA,"Trematoda",NA,"Digenea",NA,NA,"Cryptocotyle","lingua"
"1002","Cercaria ephemera/Notocotyle #10","Infectious","Species",NA,"Animalia","Platyhelminthes",NA,"Trematoda",NA,"Digenea",NA,NA,"Cercaria","ephemera"
"1003","Cercaria lebouri/Paramonostomum chabaudi","Infectious","Species",NA,"Animalia","Platyhelminthes",NA,"Trematoda",NA,"Digenea",NA,NA,"Paramonostomum","chabaudi"
"1004","Psilostomum brevicolle","Infectious","Species",NA,"Animalia","Platyhelminthes",NA,"Trematoda",NA,"Digenea",NA,NA,"Psilostomum","brevicolle"
"1005","Psilochasmus aglyptorchis","Infectious","Species",NA,"Animalia","Platyhelminthes",NA,"Trematoda",NA,"Digenea",NA,NA,"Psilochasmus","aglyptorchis"
"1006","Deropristis inflata","Infectious","Species",NA,"Animalia","Platyhelminthes",NA,"Trematoda",NA,"Digenea",NA,NA,"Deropristis","inflata"
"1007","Renicola roscovita","Infectious","Species",NA,"Animalia","Platyhelminthes",NA,"Trematoda",NA,"Digenea",NA,NA,"Renicola","roscovita"
"1008","Meiogymnophallus minutus","Infectious","Species",NA,"Animalia","Platyhelminthes",NA,"Trematoda",NA,"Digenea",NA,NA,"Meiogymnophallus","minutus"
"1009","Gymnophallus gibberosus","Infectious","Species",NA,"Animalia","Platyhelminthes",NA,"Trematoda",NA,"Digenea",NA,NA,"Gymnophallus","gibberosus"
"1010","Gymnophallus choledochus","Infectious","Species",NA,"Animalia","Platyhelminthes",NA,"Trematoda",NA,"Digenea",NA,NA,"Gymnophallus","choledochus"
"1011","Lacunovermis macomae","Infectious","Species",NA,"Animalia","Platyhelminthes",NA,"Trematoda",NA,"Digenea",NA,NA,"Lacunovermis","macomae"
"1012","Parvatrema affinis","Infectious","Species",NA,"Animalia","Platyhelminthes",NA,"Trematoda",NA,"Digenea",NA,NA,"Parvatrema","affinis"
"1013","Podocotyle atomon","Infectious","Species",NA,"Animalia","Platyhelminthes",NA,"Trematoda",NA,"Digenea",NA,NA,"Podocotyle","atomon"
"1014","Paravortex sp.","Infectious","Species",NA,"Animalia","Platyhelminthes",NA,"Turbellaria",NA,"",NA,NA,"Paravortex","sp."
"1015","Microphallus claviformis","Freeliving","Species",NA,"Animalia","Platyhelminthes",NA,"Trematoda",NA,"Digenea",NA,NA,"Microphallus","claviformis"
"1016","Maritrema subdolum","Freeliving","Species",NA,"Animalia","Platyhelminthes",NA,"Trematoda",NA,"Digenea",NA,NA,"Maritrema","subdolum"
"1017","Cercaria #15","Freeliving","Species",NA,"Animalia","Platyhelminthes",NA,"Trematoda",NA,"Digenea",NA,NA,"Ceracaria","#15"
"1018","Levinseniella brachysoma","Freeliving","Species",NA,"Animalia","Platyhelminthes",NA,"Trematoda",NA,"Digenea",NA,NA,"Levinseniella","brachysoma"
"1019","Himasthla elongata","Freeliving","Species",NA,"Animalia","Platyhelminthes",NA,"Trematoda",NA,"Digenea",NA,NA,"Himasthla","elongata"
"1020","Himasthla continua","Freeliving","Species",NA,"Animalia","Platyhelminthes",NA,"Trematoda",NA,"Digenea",NA,NA,"Himasthla","continua"
"1021","Himasthla interrupta","Freeliving","Species",NA,"Animalia","Platyhelminthes",NA,"Trematoda",NA,"Digenea",NA,NA,"Himasthla","interrupta"
"1022","Cryptocotyle concavum","Freeliving","Species",NA,"Animalia","Platyhelminthes",NA,"Trematoda",NA,"Digenea",NA,NA,"Cryptocotyle","concavum"
"1023","Cryptocotyle jejuna","Freeliving","Species",NA,"Animalia","Platyhelminthes",NA,"Trematoda",NA,"Digenea",NA,NA,"Cryptocotyle","jejuna"
"1024","Cryptocotyle lingua","Freeliving","Species",NA,"Animalia","Platyhelminthes",NA,"Trematoda",NA,"Digenea",NA,NA,"Cryptocotyle","lingua"
"1025","Psilostomum brevicolle","Freeliving","Species",NA,"Animalia","Platyhelminthes",NA,"Trematoda",NA,"Digenea",NA,NA,"Psilostomum","brevicolle"
"1026","Deropristis inflata","Freeliving","Species",NA,"Animalia","Platyhelminthes",NA,"Trematoda",NA,"Digenea",NA,NA,"Deropristis","inflata"
